PubmedID,Title,Publication Date,Journal,Has Industry Authors,Industry Authors,Companies,Corresponding Author Email,Total Authors,Industry Authors Count
40646294,Autoantibody profiling using microarray identifies biomarkers associated with chemoimmunotherapy efficacy and immune-related adverse events in lung cancer patients.,2025-07-12,Clinical and experimental medicine,Yes,"Lv, Jia; Dong, Yang; Niu, Qian; Hu, Di; Jia, Yan",ProteomicsEra Medical Co.,bingweiwang@njucm.edu.cn,23,5
40646269,Treatment of non-small cell lung cancer using chem-bioinformatics-driven engineering of exosomal cargo-vehicle for telmisartan and pioglitazone targeted-delivery.,2025-07-11,Scientific reports,No,,,nadia_hamdy@pharma.asu.edu.eg,7,0
40646161,CD20-bearing extracellular vesicles are associated with prognostic biomarkers of patients with AIDS-NHL.,2025-07-12,Scientific reports,Yes,"Sparano, Joseph A",Hematology Oncology,mepeldegui@mednet.ucla.edu,10,1
40646132,2025 European LeukemiaNet recommendations for the management of chronic myeloid leukemia.,2025-07-11,Leukemia,Yes,"Radich, Jerald; Silver, Richard; Mauro, Michael; Rea, Delphine",Memorial Sloan Kettering Cancer Center; Hematology and Medical Oncology; Département d'Hématologie; Translational Science & Therapeutics Division,j.apperley@imperial.ac.uk,38,4
40646129,Towards improved anticancer properties of the G-quadruplex-forming T40231 aptamer through increased flexibility of nucleoside residues.,2025-07-11,Scientific reports,No,,,apa@ibch.poznan.pl,3,0
40646119,A promising platform of hypoxia sensitive magnetosomes in hepatocellular carcinoma therapy.,2025-07-11,Scientific reports,No,,,ygliu@hqu.edu.cn,8,0
40646090,"Development, validation, and updating of prognostic models for m7G-associated genes from TAMs in lower-grade gliomas.",2025-07-11,Scientific reports,No,,,tangzx@suda.edu.cn,6,0
40646089,Multomic analysis reveals the potential of LAG3 as a prognostic and immune biomarker and its validation in osteosarcoma.,2025-07-11,Scientific reports,Yes,"Dai, Zhipeng",Orthopaedics,dzp01234@163.com,7,1
40645971,Invasive lobular carcinoma: integrated multi-omics analysis reveals silencing of Argininosuccinate synthase and upregulation of nucleotide biosynthesis in tamoxifen resistance.,2025-07-11,Cell death & disease,No,,,sarmila.majumder@osumc.edu,11,0
40645938,From bench to bedside: the development journey of fruquintinib as a colorectal cancer therapy.,2025-07-11,Expert opinion on drug discovery,No,,,,6,0
40645882,Establishing a knowledge-based planning model for left-sided breast cancer patients receiving hypofractionated postmastectomy and regional nodal irradiation.,2025-07-10,Medical dosimetry : official journal of the American Association of Medical Dosimetrists,No,,,cl11879@rjh.com.cn,9,0
40645824,"Expanding the workforce of clinical trial investigators committed to gynecologic cancer research: the GOG Foundation, Inc's Scholar Career Development Award and New Investigator Program.",2025-06-21,International journal of gynecological cancer : official journal of the International Gynecological Cancer Society,Yes,"Randall, Leslie M; Small, Michelle N; Coleman, Robert L",Texas Oncology; Inova Health; The GOG Foundation,secor002@mc.duke.edu,11,3
40645631,Effects of acupuncture on pregnancy outcomes in infertile women with polycystic ovarian syndrome: a protocol for systematic review and meta-analysis.,2025-07-11,BMJ open,Yes,"Xu, Huanfang; Fang, Yigong",China Academy of Chinese Medical Sciences Institute of Acupuncture and Moxibustion,fangyigong@163.com,5,2
40645578,Effect of price on WIC-eligible caregiver participation in a produce program: A randomized trial.,2025-07-09,Academic pediatrics,No,,,joship@chop.edu,4,0
40645521,Insights into the structural dynamic of the secretin family (Class B1) G protein-coupled receptors.,2025-07-09,The Journal of biological chemistry,No,,,rajan@utk.edu,4,0
40645461,RTA-408 overcomes cisplatin-resistant lung cancer by inhibiting WWP1-mediated NCOA4 ubiquitination to induce ferritinophagy and ferroptosis.,2025-07-09,Free radical biology & medicine,Yes,"Wu, Dongming; Xu, Ying",The First Affiliated Hospital of Chengdu Medical College,harvey1989@126.com,11,2
40645415,Functional Nucleic Acid-Powered Hybrid Nanocarriers for Synchronized Targeted Delivery of Dual-Solubility Therapeutics.,2025-07-09,Journal of biotechnology,No,,,bianhong@sustech-hospital.cn,7,0
40645409,"Correspondence on ""Evaluation of treatment protocols based on the ESMO-magnitude of clinical benefit scale for gastrointestinal system cancers and their relationship with reimbursement policies in Turkey"".",2025-07-09,Journal of cancer policy,No,,,,2,0
40645357,NAVIGATING THE CHALLENGES OF IMMUNOTHERAPY AS A NEOADJUVANT TREATMENT FOR LOCALLY ADVANCED SQUAMOUS CELL CARCINOMA OF THE HEAD AND NECK: A REVIEW OF THE EVIDENCE FROM THE LITERATURE.,2025-07-09,Critical reviews in oncology/hematology,No,,,Enrique.sanzgarcia@uhn.ca,3,0
40645340,Navigating the complexities of pancreatic ductal adenocarcinoma: A review on therapeutic models and RAS inhibitors.,2025-07-09,Advanced drug delivery reviews,No,,,mcguerra@cnio.es,4,0
40645339,Gelatin-integrated carbon nanomaterials in nanomedicine: From biosensing and bioprinting to tissue engineering and other biomedical applications.,2025-07-09,Advanced drug delivery reviews,Yes,"Zare, Iman",Research and Development Department,reza_eivazzadeh@alumni.iust.ac.ir,15,1
40645306,Designing magnetic graphene oxide-polymer nanocomposites for pH-responsive passive targeting of hydrophobic anticancer drug 5-fluorouracil for breast cancer therapy.,2025-07-09,International journal of pharmaceutics,No,,,ngsahoo@yahoo.co.in,8,0
40645217,Review on engineered polymer microneedles for drug delivery and disease diagnosis.,2025-07-11,Biofabrication,No,,,,6,0
40645192,"Total neoadjuvant treatment with short-course radiotherapy followed by sintilimab plus capecitabine-oxaliplatin versus short-course radiotherapy followed by capecitabine-oxaliplatin in patients with locally advanced rectal cancer (SPRING-01): a single-centre, open-label, phase 2, randomised controlled trial.",2025-07-08,The Lancet. Oncology,No,,,jingchangqing@sdfmu.edu.cn,22,0
40645152,"Therapeutic potential of an immunomodulatory enzyme, ScpA, in interferon gamma (IFN-γ) induced skin psoriasis.",2025-07-09,Cytokine,No,,,sarah.hudson@ul.ie,6,0
40645071,Cistanoside F acts as a Monoacylglycerol Lipase inhibitor that synergizes the anti-tumor effect of 2-Arachidonoyl Glycerol on Bladder cancer.,2025-07-05,Phytomedicine : international journal of phytotherapy and phytopharmacology,Yes,"Yao, Jing-Chun; Dong, Gui-Cheng",College of Life Sciences; State Key Laboratory of Generic Manufacture Technology of Chinese Traditional Medicine,lijie@bzmc.edu.cn,13,2
40645038,A new STAT3-based potency assay for human G-CSF analog therapeutics.,2025-07-07,Journal of pharmaceutical and biomedical analysis,Yes,"Xie, Tao; Ouyang, Weiming; Zhang, Yaqin; Angart, Phillip; Lynch, Patrick J; Frucht, David M",Office of Pharmaceutical Quality Research; Office of Product Quality Assessment III,tao.xie@fda.hhs.gov,6,6
40645001,Ovarian cancer cell heterogeneity and paclitaxel response in vitro 2D and 3D cancer cell models and xenograft growth in the chicken chorioallantoic membrane (CAM).,2025-07-09,Biochemical and biophysical research communications,Yes,"Gonçalves, Bryan Ôrtero Perez; Fialho, Sílvia Ligório",Pharmaceutical Research and Development; Cellular Biology,bryanperrz@gmail.com,8,2
40644956,"Effects of a multi-component positive psychological intervention on negative emotions, fatigue and quality of life in patients with breast cancer during initial chemotherapy: a randomized controlled trial.",2025-06-30,European journal of oncology nursing : the official journal of European Oncology Nursing Society,Yes,"Sun, Jiehao",Anesthesiology,sun_jiehao88@126.com,7,1
40644817,N-hexylsulfonyl indole based thiosemicarbazones as potent and selective ecto-5'-nucleotidase and NTPDase inhibitors.,2025-07-01,Bioorganic chemistry,Yes,"Gelsleichter, Nicolly Espindola; Sévigny, Jean; Iqbal, Jamshed",Département de microbiologie-infectiologie et d'immunologie; Centre for Advanced Drug Research,zahidshafiq@bzu.edu.pk,12,3
40644815,"Novel 3,4-diaminothieno[2,3-b]thiophene-2,5-dicarbohydrazide-based scaffolds as EGFR",2025-07-08,Bioorganic chemistry,No,,,Mohamed.nemr@pharma.cu.edu.eg,7,0
40644785,"Exploring Biginelli hybrids in the AI-driven development of ruthenium complexes: Anticancer activity, DNA/HSA binding study, impacts on apoptosis and BCL-2/BCL-XL suppression.",2025-07-03,Journal of inorganic biochemistry,No,,,nenad.jankovic@uni.kg.ac.rs,8,0
40644705,Phytochemical Composition and Biological Activities of the Lichen Usnea aciculifera in the Southern Vietnam.,2025-07-11,Chemistry & biodiversity,No,,,,6,0
40644704,Machine-Learning-Driven Discovery of,2025-07-11,Journal of medicinal chemistry,No,,,,13,0
40644698,Antitumor and Cytogenotoxic Activities of Libidibia ferrea Hydroalcoholic Extracts in Murine Breast Carcinoma.,2025-07-11,Chemistry & biodiversity,Yes,"Pedro Alves Damasceno do Lago, João",Biomedicine Course,,14,1
40644657,"Stereotactic Radiosurgery in Patients With Small Cell Lung Cancer and 1-10 Brain Metastases: A Multi-Institutional, Phase II, Prospective Clinical Trial.",2025-07-11,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,Yes,"Brown, Paul D",Radiation Oncology,,23,1
40644646,Impact of Industry Collaboration on US Food and Drug Administration Approval Success in Genitourinary Malignancy Phase III Clinical Trials.,2025-07-11,JCO oncology practice,No,,,,7,0
40644622,"Organometallic Half-Sandwich Complexes of 1,10-Phenanthroline Derivatives with Improved Solubility, Albumin-Binding, and Nanoformulation Potential Targeting Drug Resistance in Cancer.",2025-07-11,Inorganic chemistry,No,,,,9,0
40644555,UFMylation maintains tumor suppressor pVHL stability by activating the deubiquitinase BAP1.,2025-07-11,Science advances,No,,,,17,0
40644553,G proteins of the G,2025-07-11,Science advances,No,,,,14,0
40644532,Wearing bacteriophages individually with an adhesive drug-loadable nanohelmet for treating ocular infections.,2025-07-11,Science advances,No,,,,10,0
40644432,"Cytotoxic activity of Ganoderma weberianum-sichuanese isolated from the Lower Volta River Basin of Ghana against human prostate carcinoma (PC-3), leukemic T cell (Jurkat), and plasmacytoid dendritic cell (pDC)-derived acute leukemia (PMDC05) cell lines.",2025-01-01,PloS one,Yes,"Holliday, John C",Aloha Medicinals,,11,1
40644420,"Adverse event profile differences among long-acting gonadotropin-releasing hormone analogs: A real-world, pharmacovigilance study.",2025-01-01,PloS one,No,,,,7,0
40644418,Biweekly CAPOX versus triweekly CAPOX in the adjuvant therapy of post-surgery CRC: A randomized controlled trial.,2025-01-01,PloS one,No,,,,10,0
40644303,Structure-Activity Relationship of Ionizable Lipids for siRNA and mRNA Lipid Nanoparticle Design.,2025-07-11,ACS biomaterials science & engineering,No,,,,7,0
40643966,Natural products targeting the metabolism of amino acids: from discovery to synthetic development.,2025-07-11,Natural product reports,No,,,jsim@khu.ac.kr,4,0
40643963,PI3K/AKT signaling in parasites and parasite diseases: Role and therapeutic potential.,2025-07-11,Virulence,No,,,,13,0
40643949,Machine Learning for Genomic Profiling and Drug Discovery in Personalised Lung Cancer Therapeutics.,2025-07-11,Journal of drug targeting,No,,,,4,0
40643947,Phase I clinical trial of the bifunctional EGFR/TGF-β fusion protein ficerafusp alfa (BCA101) alone and in combination with pembrolizumab for advanced solid tumors.,2025-07-11,Clinical cancer research : an official journal of the American Association for Cancer Research,Yes,"Hernando-Calvo, Alberto; Paik, Paul K; Bohr, David N; Reiners, Ralf D; Gharakhani, Elham; Salazar, Rachel",Memorial Sloan Kettering Cancer Center; Bicara Therapeutics; Princess Margaret Cancer Centre,,14,6
40643889,Medically tailored meals in lung cancer care: patient experiences from the NutriCare Clinical Trial.,2025-07-11,Journal of cancer survivorship : research and practice,Yes,"Presley, Carolyn J; Bauman, Jessica R; Pai, Lori; Daugherty, Sue; Spees, Colleen",Fox Chase Cancer Center; Tufts Medical Center; Metropolitan Area Neighborhood Nutrition Alliance (MANNA); The James Comprehensive Cancer Center,caroline.owens@tufts.edu,13,5
40643786,Potential role of terpenes in recovery from olfactory dysfunction with olfactory training: a review.,2025-07-11,Molecular biology reports,Yes,"Altundag, Aytug",Otorhinolaryngology,aaltundagkbb@gmail.com,2,1
40643758,Integration of scRNA-seq and bulk tissue RNA-seq data to identify cancer-associated fibroblast-related gene RGMA as a potential treatment target for esophageal cancer.,2025-07-11,Functional & integrative genomics,Yes,"Han, Bateer",Thoracic Tumor Surgery,hanbater_2004@163.com,9,1
40643738,Anatolian propolis extracts enhance cisplatin efficacy in ovarian cancer through AKT/mTOR pathway modulation and demonstrate antibacterial and antibiofilm activities.,2025-07-11,"Medical oncology (Northwood, London, England)",No,,,esraerdogan@harran.edu.tr,4,0
40643729,Glucocorticoid use in paediatric posterior fossa tumour surgery and the occurrence of postoperative speech impairment.,2025-07-11,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,Yes,"Hoving, Eelco; van Baarsen, Kirsten",Princess Máxima Center for Pediatric Oncology,jonathan.kjaer.groenbaek@regionh.dk,27,2
40643674,"Antimicrobial Peptides Design Using Deep Learning and Rational Modifications: Activity in Bacteria, Candida albicans, and Cancer Cells.",2025-07-11,Current microbiology,No,,,anmesago@unal.edu.co,5,0
40643669,Evaluation of the pharmacokinetics of enasidenib in patients with hepatic impairment.,2025-07-11,Cancer chemotherapy and pharmacology,Yes,"Cheng, Yiming; Chen, Jian; Vigil, Carlos; Khanzadeh, Shahram; Rampersad, Anita; Prebet, Thomas; Li, Yan",Hematology Clinical Science; Clinical Pharmacology; Hematology Global Drug Development; WorldWide Patient Safety; Early Clinical Development Hematology and Cell Therapy,Yan.Li@bms.com,7,7
40643648,LncRNA-Histone Modification Crosstalk: Orchestrating Cancer Pathobiology.,2025-07-11,Naunyn-Schmiedeberg's archives of pharmacology,Yes,"Jasim, Saade Abdalkareem; Pallathadka, Harikumar",Medical Laboratory Techniques Department; Manipur International University,saad.a.j.anbar@gmail.com,10,2
40643576,Racial Disparities in Pathologic Complete Response and Survival after Neoadjuvant Chemotherapy for Breast Cancer.,2025-07-11,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",No,,,,3,0
40643557,Expression of Aldehyde Dehydrogenase 1A1 in Relapse-Associated Cells in Acute Myeloid Leukemia.,2025-07-07,Cells,No,,,,5,0
40643554,Dissecting the Immunological Microenvironment of Glioma Based on IDH Status: Implications for Immunotherapy.,2025-07-07,Cells,No,,,,10,0
40643543,Hyperalgesia in the Psychological Stress-Induced Fibromyalgia Model Shows Sexual Dimorphism Mediated by LPA,2025-07-04,Cells,No,,,,5,0
40643492,Perioperative Management of Non-Small Cell Lung Cancer in the Era of Immunotherapy.,2025-06-25,Cells,Yes,"Mender, Ilgen; Gryaznov, Sergei",Research and Development,,8,2
40643466,Novel In Vitro Selection of,2025-06-20,Cells,No,,,,9,0
40643452,[Recent advances in the systemic treatment of head and neck cancers].,2025-07-11,Magyar onkologia,Yes,"Pintér, Tamás",Fej-nyaki Daganatok Multidiszciplináris Központ,pinter.tamas@oncol.hu,1,1
40643448,[Medication-related osteonecrosis of the jaw (MRONJ) during the treatment of cancer patients].,2025-07-11,Magyar onkologia,Yes,"Németh, Zsolt; Bogdán, Sándor; Joób-Fancsaly, Árpád; Vaszilkó, Mihály; Szentpéteri, Szófia",Fogorvostudományi Kar,nemeth.zsolt@semmelweis.hu,6,5
40643363,"Discovery of the First Highly Selective 1,4-dihydropyrido[3,4-",2025-07-11,Journal of medicinal chemistry,Yes,"Albrecht, Wolfgang",HepaRegenix GmbH,,9,1
40643205,Real-Time Monitoring of Adenosine Triphosphate Fluctuation in Lysosome during Autophagy/Mitophagy.,2025-07-11,ACS applied materials & interfaces,No,,,,13,0
40643121,Exploring the Potentials of Antibody-siRNA Conjugates in Tumor Cell Gene Silencing without Cationic Assistance.,2025-07-11,Bioconjugate chemistry,No,,,,5,0
40643041,"Structure-Based Bioisosterism Design, Synthesis, Antitumor and Toxicity Assessment of Novel Aplysinopsin Analogs.",2025-07-01,Chemical biology & drug design,No,,,,10,0
40643027,Targeting Intratumoral Bacteria for Cancer Treatment.,2025-07-11,"Small (Weinheim an der Bergstrasse, Germany)",No,,,,10,0
40642931,Cryogel-Based Dendritic Cell Immunotherapy for Post-Surgical Breast Cancer Treatment.,2025-07-11,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",No,,,,8,0
40642816,Study of the effectiveness of different pelvic floor muscle training methods for improving urinary incontinence in patients with prostate cancer after radical prostatectomy.,2025-12-01,The aging male : the official journal of the International Society for the Study of the Aging Male,No,,,,12,0
40642723,Whole-Eye Radiation for the Local Control of Choroidal Lymphoma in Primary Central Nervous System Lymphoma: A 14-Year Case Study.,2025-06-01,Cureus,No,,,,6,0
40642656,Effects of aerobic exercise on body composition and exerkines in colorectal cancer survivors.,2025-01-01,Frontiers in sports and active living,No,,,,7,0
40642495,Immune cell metabolism in cancer drug resistance: Advances in target discovery and clinical translation.,2025-06-30,Chinese journal of cancer research = Chung-kuo yen cheng yen chiu,No,,,,4,0
40642493,Long-term outcomes of laparoscopic distal gastrectomy for locally advanced gastric cancer: An individual patient data meta-analysis of KLASS-02 and CLASS-01 randomized controlled trials.,2025-06-30,Chinese journal of cancer research = Chung-kuo yen cheng yen chiu,No,,,,40,0
40642487,"Comparison of efficacy and safety of a proposed biosimilar QL1206 with reference denosumab in patients with bone metastasis from breast cancer: A subgroup analysis of a randomized, double-blinded phase III study.",2025-06-30,Chinese journal of cancer research = Chung-kuo yen cheng yen chiu,Yes,"Li, Yujie; Han, Cuicui; Kang, Xiaoyan",Clinical Research and Development Center,,24,3
40642485,Discovery and validation of indole nitroolefins as novel covalent GPX4 inhibitors for inducing ferroptosis in urological cancers.,2025-06-30,Chinese journal of cancer research = Chung-kuo yen cheng yen chiu,No,,,,10,0
40642186,A Comprehensive Overview of US-FDA-Approved Anticancer Drugs and Biologics in 2023: An Observational Study.,2025-01-01,Journal of pharmacy & bioallied sciences,No,,,,2,0
40642117,"Screening, docking, and molecular dynamics analysis of Mitragyna speciosa (Korth.) compounds for targeting HER2 in breast cancer.",2025-12-01,Current research in structural biology,Yes,"Akbar, Nabila Hadiah; Muslimawati, Khoirunnisa",Pharmacist Professional Education Study Program (PPSP),,6,2
40642105,NO: a key player in microbiome dynamics and cancer pathogenesis.,2025-01-01,Frontiers in cellular and infection microbiology,No,,,,7,0
40642095,The OT-II model reveals dual,2025-01-01,Frontiers in immunology,No,,,,15,0
40642093,Multi-omics analysis reveals the role of ribosome biogenesis in malignant clear cell renal cell carcinoma and the development of a machine learning-based prognostic model.,2025-01-01,Frontiers in immunology,No,,,,10,0
40642092,Network pharmacology and UHPLC-HRMS reveal the mechanism of QSFZYL and BMSCs overexpressing IFN-γ against lung adenocarcinoma.,2025-01-01,Frontiers in immunology,No,,,,11,0
40642084,Correction: Impact of post-transplant cyclophosphamide with bendamustine on immune reconstitution in young patients undergoing T-cell replete haploidentical bone marrow transplantation: results from a phase Ia/Ib clinical trial.,2025-01-01,Frontiers in immunology,No,,,,6,0
40642012,,2025-01-01,Frontiers in pharmacology,No,,,,10,0
40641999,Advances in clinical applications of microneedle.,2025-01-01,Frontiers in pharmacology,No,,,,5,0
40641976,A bibliometric analysis of targeted therapy cardiotoxicity research in cancer patients (2004-2024).,2025-01-01,Frontiers in medicine,No,,,,12,0
40641923,Risk factors and outcome of asparaginase-associated pancreatitis in pediatric acute lymphoblastic leukemia.,2025-01-01,Frontiers in oncology,Yes,"Youssef, Sarah H; Hammad, Dina",Pharmaceutical Services,,10,2
40641731,Prevention of Post-Mastectomy Seroma in Breast Cancer Patients:,2025-05-02,Sultan Qaboos University medical journal,No,,,,2,0
40641717,Effectiveness of Myofascial Release Compared to Manual Lymphatic Drainage in Reducing Post-Treatment Shoulder Pain and Stiffness Among Patients Who Underwent Breast Cancer Surgery and Adjuvant Radiotherapy:,2025-05-02,Sultan Qaboos University medical journal,No,,,,6,0
40641594,The Effect of Minimal-Dose S-Ketamine Administration Post-Surgery on Opioids Consumption and Functional Rehabilitation Exercises in Patients Undergoing Minimally Invasive Radical Resection of Esophageal Cancer.,2025-01-01,Therapeutics and clinical risk management,No,,,,7,0
40641449,"Invasive disease-free and overall survival after (neo)adjuvant chemotherapy in postmenopausal patients with hormone receptor-positive, HER2-negative early breast cancer treated with upfront letrozole: Experiences from the phase IV PreFace trial.",2025-07-11,International journal of cancer,Yes,"Theuser, Anna-Katharin; Hofmann, Nadine M; Böhm, Sybille; Schmatloch, Sabine; Jackisch, Christian; Belleville, Erik",Institut für Frauengesundheit GmbH; Elisabeth Krankenhaus Kassel; ClinSol GmbH & Co. KG; Frauenklinik Sana Klinikum,,44,6
40641393,α-Mangostin conjugated amino acids as estrogen receptor alpha (ERα) inhibitor.,2025-07-11,Journal of biomolecular structure & dynamics,Yes,"Mohd Gazzali, Amirah",School of Pharmaceutical Sciences,,5,1
40641337,Boosting Breast Cancer Immunotherapy through Targeted siRNA Delivery and Sequential Chemotherapy.,2025-07-11,Journal of drug targeting,No,,,,8,0
40641333,Targeted Europium Chelation: A Strategy for Intervening Tumor Extracellular Matrix.,2025-07-11,Nano letters,No,,,,9,0
40641284,"Synthesis, Anticancer Evaluation, and Molecular Docking of Novel Thiazolobenzimidazole-Thiazole Hybrids as Potent Colon Cancer Inhibitors.",2025-07-11,ChemistryOpen,No,,,,7,0
40641211,An enzyme-free alcohol-based organoid harvesting solution.,2025-07-10,BioTechniques,Yes,"Maillard, Jimmy; Pickard, Lisa; Banerji, Udai",Clinical Pharmacology Adaptive Therapy group. Division of Clinical Studies and Division of Cancer Therapeutics,,3,3
40641138,Blocking the IL‑6 pathway to treat immune checkpoint inhibitor‑induced inflammatory arthritis (Review).,2025-09-01,Molecular medicine reports,No,,,,4,0
40641129,"AZD1080, a specific inhibitor of GSK‑3β, inhibits stemness and malignancies in osteosarcoma cancer stem‑like cells.",2025-09-01,Molecular medicine reports,No,,,,7,0
40641061,"A novel furo[2,3-",2025-07-10,Journal of drug targeting,No,,,,12,0
40641030,Crossing Boundaries: A Review of the Diverse Functions of Heterocyclic Compounds in the Management of Cancer and Infectious Diseases.,2025-07-09,Current drug targets,No,,,,9,0
40641012,Review Deciphering the Anticancer Efficacy of Oroxylin A Targeting Dysregulated Oncogenes.,2025-07-09,Current gene therapy,No,,,,11,0
40641009,Impact of preoperative radiotherapy on patient-reported outcomes in rectal cancer.,2025-07-01,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland,Yes,"Kolb, Vanessa; Rolinger, Jens; Scheuerlein, Hubert; Stöltzing, Oliver",Elblandklinikum Riesa; ClarData GmbH; General and Visceral Surgery; Clinic for General,,53,4
40640924,Cross-sectional survey on cancer patients' concerns and consultation needs with pharmacists at the time of initial diagnosis.,2025-07-10,Journal of pharmaceutical health care and sciences,Yes,"Abe, Tomoya",Pharmacy,watanabe.tomofumi@hoshi.ac.jp,7,1
40640880,Spatial profiling reveals unique immune microenvironment in premenopausal triple-negative breast cancer associated with therapy response.,2025-07-10,Journal of translational medicine,Yes,"Dechamma, Deshica; Moorthy, Manju; Ramaswamy, Gopalakrishna",Theracues Innovations Private Limited,jyothi@sjri.res.in,12,3
40640872,DNA methylation remodeling in temozolomide resistant recurrent glioblastoma: comparing epigenetic dynamics in vitro and in vivo.,2025-07-10,Journal of translational medicine,Yes,"Buonaiuto, Michela; Cuomo, Mariella; Costabile, Davide; Trio, Federica; Ferraro, Sara; De Bellis, Alberto; Chiariotti, Lorenzo; Della Monica, Rosa","CEINGE-Advanced Biotechnologies ""Franco Salvatore""; Neurosurgery Unit",chiariot@unina.it,12,8
40640844,PD-1/PD-L1 inhibitors plus chemotherapy versus chemotherapy alone for Chinese patients with advanced non-small-cell lung cancer: an updated meta-analysis based on phase 3 randomized controlled trials.,2025-07-10,World journal of surgical oncology,Yes,"Wang, Min",Oncology,tianbian20060223@126.com,5,1
40640812,Serum γ-glutamyl transferase as a novel risk indicator for lung cancer: insights from four million Koreans.,2025-07-10,Respiratory research,Yes,"Lee, Sei Won; Han, Kyungdo",Pulmonary and Critical Care Medicine; Statistics and Actuarial Science,iseiwon@gmail.com,5,2
40640760,Examination of body image perception and quality of life of women with segmental or total mastectomy: a cross-sectional study.,2025-07-10,BMC women's health,No,,,behire.sancar@toros.edu.tr,4,0
40640743,Placental and cerebral circulation in fetuses of mothers with polycystic ovary syndrome and the effect of Metformin exposure.,2025-07-10,BMC pregnancy and childbirth,No,,,emmanor@stud.ntnu.no,9,0
40640704,FF Swin-Unet: a strategy for automated segmentation and severity scoring of NAFLD.,2025-07-10,BMC medical imaging,Yes,"Zhang, Zhuowei",College of Medical Imaging,zhangzhuowei312@126.com,5,1
